contigA	startA	endA	contigB	startB	endB	strand	mapq
II	1604049	1637066	II	1555919	1588936	+	60
II	1637068	1664269	II	1588936	1616137	+	60
II	1664269	1668011	II	1616670	1620412	+	60
II	1668011	1725803	II	1620413	1678205	+	60
II	1725803	1796243	II	1678206	1748646	+	60
II	1796243	1852911	II	1748647	1805315	+	60
II	1852912	1864357	II	1805315	1816760	+	60
II	1864358	1909018	II	1816760	1861420	+	60
II	1909018	1915392	II	1861421	1867795	+	60
II	1915393	1915720	II	1867795	1868122	+	60
II	1915721	1921378	II	1868122	1873779	+	60
II	1921379	1924894	II	1873779	1877294	+	60
II	1924895	1989567	II	1877294	1941966	+	60
II	1989568	1989584	II	1941966	1941982	+	60
II	1989585	1996556	II	1941982	1948953	+	60
II	1996556	1997652	II	1948954	1950050	+	60
II	1997653	2003098	II	1950050	1955495	+	60
II	2003099	2007996	II	1955495	1960392	+	60
II	2007997	2015079	II	1960392	1967474	+	60
II	2015080	2034707	II	1967474	1987101	+	60
II	2034707	2034722	II	1987102	1987117	+	60
II	2034722	2070797	II	1987118	2023193	+	60
II	2070799	2097497	II	2023193	2049891	+	60
II	2097497	2101121	II	2049892	2053516	+	60
II	2101122	2155786	II	2053516	2108180	+	60
II	2155787	2195315	II	2108180	2147708	+	60
II	2195315	2234427	II	2148295	2187407	+	60
II	2234428	2266949	II	2187407	2219928	+	60
II	2266950	2340319	II	2219928	2293297	+	60
II	2340319	2484650	II	2293298	2437629	+	60
II	2485082	2491326	II	2437629	2443873	+	60
II	2491328	2571079	II	2443873	2523624	+	60
II	2571080	2639879	II	2523624	2592423	+	60
II	2639880	2666905	II	2592423	2619448	+	60
II	2666905	2678062	II	2619450	2630607	+	60
II	2678063	2688241	II	2630607	2640785	+	60
II	2688242	2756871	II	2640785	2709414	+	60
II	2756872	2802796	II	2709414	2755338	+	60
II	2802796	2836389	II	2755340	2788933	+	60
II	2836390	2845497	II	2788933	2798040	+	60
II	2845497	2845970	II	2798041	2798514	+	60
II	2845970	2858950	II	2798515	2811495	+	60
II	2858950	2986410	II	2811496	2938956	+	60
II	2986411	3087787	II	2938956	3040332	+	60
II	3087788	3219244	II	3040332	3171788	+	60
II	3219245	3300910	II	3171788	3253453	+	60
II	3300911	3666461	II	3253453	3619003	+	60
II	3666462	3846809	II	3619003	3799350	+	60
II	3846810	3885561	II	3799350	3838101	+	60
II	3885561	3907644	II	3838102	3860185	+	60
II	3907644	4078914	II	3860190	4031460	+	60
II	4078915	4154708	II	4031460	4107253	+	60
II	4154711	4302418	II	4107253	4254960	+	60
II	4302418	4355871	II	4254961	4308414	+	60
II	4355872	4467379	II	4308414	4419921	+	60
II	4467380	4569136	II	4419921	4521677	+	60
II	4569136	4573631	II	4521679	4526174	+	60
II	4573632	4573688	II	4526174	4526230	+	60
II	4573689	4576834	II	4526230	4529375	+	60
II	4576858	4584696	II	4529375	4537213	+	60
II	4584697	4584871	II	4537213	4537387	+	60
II	4584871	4585188	II	4537395	4537712	+	60
II	4585188	4585740	II	4538652	4539204	+	60
II	4585740	4586308	II	4539236	4539804	+	60
II	3910	6919	II	4536795	4539804	-	60
II	6919	12628	II	4531084	4536793	-	60
II	12629	14472	II	4529241	4531084	-	60
II	14473	14552	II	4529162	4529241	-	60
II	14592	25740	II	4518014	4529162	-	60
II	25761	28886	II	4514889	4518014	-	60
II	28894	33524	II	4510259	4514889	-	60
II	33524	37185	II	4506596	4510257	-	60
II	37186	38020	II	4505762	4506596	-	60
II	38020	38075	II	4505706	4505761	-	60
II	38076	41221	II	4502561	4505706	-	60
II	41245	49083	II	4494723	4502561	-	60
II	49084	49258	II	4494549	4494723	-	60
II	49258	51667	II	4492132	4494541	-	60
III	732202	732884	III	720001	720683	+	60
III	732885	880067	III	720683	867865	+	60
III	880067	974139	III	867866	961938	+	60
III	977181	986135	III	961938	970892	+	60
III	986136	1031555	III	970892	1016311	+	60
III	1031556	1094591	III	1016311	1079346	+	60
III	1094592	1095392	III	1079346	1080146	+	60
III	1095400	1098602	III	1080146	1083348	+	60
III	1156667	1157378	III	1083348	1084059	+	60
III	1157391	1176755	III	1084059	1103423	+	60
III	1176755	1188104	III	1103424	1114773	+	60
III	1188104	1305491	III	1135118	1252505	+	60
III	1305493	1546938	III	1252505	1493950	+	60
III	1547262	1629263	III	1493950	1575951	+	60
III	1629264	1738800	III	1575951	1685487	+	60
III	1738801	1809714	III	1685487	1756400	+	60
III	1809714	1827548	III	1756401	1774235	+	60
III	1827552	2323776	III	1774235	2270459	+	60
III	2323777	2435336	III	2270459	2382018	+	60
III	2435336	2501626	III	2382019	2448309	+	60
III	2501626	2501833	III	2448311	2448518	+	60
III	2501834	2506199	III	2448518	2452883	+	60
III	12205	266112	III	0	253907	+	60
III	266113	298684	III	253907	286478	+	60
III	298684	298798	III	286480	286594	+	60
III	298799	377952	III	286594	365747	+	60
III	377952	729881	III	365748	717677	+	60
III	729881	732159	III	717678	719956	+	60
III	0	502	III	9536	10038	+	60
III	502	686	III	10039	10223	+	60
III	687	751	III	10223	10287	+	60
III	752	15035	III	10287	24570	+	60
III	2503759	2504570	III	23759	24570	-	60
III	2504570	2504882	III	23444	23756	-	60
III	2504883	2505242	III	23085	23444	-	60
III	2505243	2505319	III	23009	23085	-	60
III	2505327	2505368	III	22968	23009	-	60
III	2505368	2505541	III	22794	22967	-	60
III	2505542	2505688	III	22648	22794	-	60
III	2505689	2505763	III	22574	22648	-	60
III	2505772	2509670	III	18676	22574	-	60
III	2509671	2509953	III	18394	18676	-	60
III	2509953	2510145	III	18201	18393	-	60
III	2510146	2512287	III	16060	18201	-	60
III	2512287	2512619	III	15725	16057	-	60
III	2512620	2513360	III	14985	15725	-	60
III	2513361	2513558	III	14788	14985	-	60
rDNA_distal_contig1	0	978	III	23528	24506	-	60
rDNA_distal_contig1	986	19880	III	4634	23528	-	60
rDNA_distal_contig1	19880	20012	III	4501	4633	-	60
rDNA_distal_contig1	21185	22757	II	4526911	4528483	+	60
rDNA_distal_contig1	22757	23637	II	4528495	4529375	+	60
rDNA_distal_contig1	23655	27868	II	4529375	4533588	+	60
rDNA_distal_contig1	27868	29600	II	4533589	4535321	+	60
rDNA_distal_contig1	29600	30001	II	4535326	4535727	+	60
rDNA_distal_contig1	30001	31486	II	4535728	4537213	+	60
rDNA_distal_contig1	31487	31661	II	4537213	4537387	+	60
rDNA_distal_contig1	31661	31901	II	4537395	4537635	+	60
rDNA_distal_contig1	31901	32549	II	4538556	4539204	+	60
rDNA_distal_contig1	32549	33117	II	4539236	4539804	+	60
rDNA_distal_contig2	1654	3212	III	23012	24570	-	60
rDNA_distal_contig2	3212	3544	III	22677	23009	-	60
rDNA_distal_contig2	3545	4285	III	21937	22677	-	60
rDNA_distal_contig2	4286	6382	III	19841	21937	-	60
rDNA_distal_contig2	6382	6603	III	19618	19839	-	60
rDNA_distal_contig2	6604	6696	III	19526	19618	-	60
rDNA_distal_contig2	6697	7056	III	19167	19526	-	60
rDNA_distal_contig2	7057	7133	III	19091	19167	-	60
rDNA_distal_contig2	7141	7182	III	19050	19091	-	60
rDNA_distal_contig2	7182	7501	III	18730	19049	-	60
rDNA_distal_contig2	7502	7576	III	18656	18730	-	60
rDNA_distal_contig2	7585	11483	III	14758	18656	-	60
rDNA_distal_contig2	11484	11766	III	14476	14758	-	60
rDNA_distal_contig2	11766	11958	III	14283	14475	-	60
rDNA_distal_contig2	11959	14100	III	12142	14283	-	60
rDNA_distal_contig2	14100	14432	III	11807	12139	-	60
rDNA_distal_contig2	14433	15173	III	11067	11807	-	60
rDNA_distal_contig2	15174	17270	III	8971	11067	-	60
rDNA_distal_contig2	17270	17491	III	8748	8969	-	60
rDNA_distal_contig2	17492	17584	III	8656	8748	-	60
rDNA_distal_contig2	17585	17817	III	8424	8656	-	60
rDNA_distal_contig2	17819	17946	III	8297	8424	-	60
rDNA_distal_contig2	17947	18023	III	8221	8297	-	60
rDNA_distal_contig2	18031	18072	III	8180	8221	-	60
rDNA_distal_contig2	18072	18391	III	7860	8179	-	60
rDNA_distal_contig2	18392	18466	III	7786	7860	-	60
rDNA_distal_contig2	18475	22373	III	3888	7786	-	60
rDNA_distal_contig2	22374	22656	III	3606	3888	-	60
rDNA_distal_contig2	22656	22848	III	3413	3605	-	60
rDNA_distal_contig2	22849	24990	III	1272	3413	-	60
rDNA_distal_contig2	24990	25322	III	937	1269	-	60
rDNA_distal_contig2	25323	26063	III	197	937	-	60
rDNA_distal_contig2	26064	26261	III	0	197	-	60
rDNA_distal_contig2	12544	12629	III	24485	24570	-	60
rDNA_distal_contig2	12629	12850	III	24262	24483	-	60
rDNA_distal_contig2	12851	12943	III	24170	24262	-	60
rDNA_distal_contig2	12944	13303	III	23811	24170	-	60
rDNA_distal_contig2	13304	13380	III	23735	23811	-	60
rDNA_distal_contig2	13388	13429	III	23694	23735	-	60
rDNA_distal_contig2	13429	13748	III	23374	23693	-	60
rDNA_distal_contig2	13749	13823	III	23300	23374	-	60
rDNA_distal_contig2	13832	17730	III	19402	23300	-	60
rDNA_distal_contig2	17731	18013	III	19120	19402	-	60
rDNA_distal_contig2	18013	18205	III	18927	19119	-	60
rDNA_distal_contig2	18206	20347	III	16786	18927	-	60
rDNA_distal_contig2	20347	20679	III	16451	16783	-	60
rDNA_distal_contig2	20680	21420	III	15711	16451	-	60
rDNA_distal_contig2	21421	23517	III	13615	15711	-	60
rDNA_distal_contig2	23517	23738	III	13392	13613	-	60
rDNA_distal_contig2	23739	23831	III	13300	13392	-	60
rDNA_distal_contig2	23832	24191	III	12941	13300	-	60
rDNA_distal_contig2	24192	24268	III	12865	12941	-	60
rDNA_distal_contig2	24276	24317	III	12824	12865	-	60
rDNA_distal_contig2	24317	24636	III	12504	12823	-	60
rDNA_distal_contig2	24637	24711	III	12430	12504	-	60
rDNA_distal_contig2	24720	28618	III	8532	12430	-	60
rDNA_distal_contig2	28619	28901	III	8250	8532	-	60
rDNA_distal_contig2	28901	29093	III	8057	8249	-	60
rDNA_distal_contig2	29094	31235	III	5916	8057	-	60
rDNA_distal_contig2	31235	31567	III	5581	5913	-	60
rDNA_distal_contig2	31568	32308	III	4841	5581	-	60
rDNA_distal_contig2	32309	32506	III	4644	4841	-	60
