contigA	startA	endA	contigB	startB	endB	strand	mapq
II	2421980	2537256	II	2322353	2437629	+	60
II	2537688	2543234	II	2437629	2443175	+	60
II	2543236	2543934	II	2443175	2443873	+	60
II	2543937	2623688	II	2443873	2523624	+	60
II	2623689	2692488	II	2523624	2592423	+	60
II	2692489	2719514	II	2592423	2619448	+	60
II	2719514	2730672	II	2619449	2630607	+	60
II	2730673	2740851	II	2630607	2640785	+	60
II	2740852	2809481	II	2640785	2709414	+	60
II	2809482	2813980	II	2709414	2713912	+	60
II	2813981	2855407	II	2713912	2755338	+	60
II	2855407	2889000	II	2755340	2788933	+	60
II	2889001	2898108	II	2788933	2798040	+	60
II	2898108	2898581	II	2798041	2798514	+	60
II	2898581	2911561	II	2798515	2811495	+	60
II	2911561	3039021	II	2811496	2938956	+	60
II	3039022	3140398	II	2938956	3040332	+	60
II	3140399	3271855	II	3040332	3171788	+	60
II	3271856	3353521	II	3171788	3253453	+	60
II	3353522	3529160	II	3253453	3429091	+	60
II	3529169	3719081	II	3429091	3619003	+	60
II	3719082	3877627	II	3619003	3777548	+	60
II	3877628	3899430	II	3777548	3799350	+	60
II	3899431	3938182	II	3799350	3838101	+	60
II	3938182	3960265	II	3838102	3860185	+	60
II	3960265	4131535	II	3860190	4031460	+	60
II	4131537	4207330	II	4031460	4107253	+	60
II	4207333	4355040	II	4107253	4254960	+	60
II	4355040	4408493	II	4254961	4308414	+	60
II	4408494	4520001	II	4308414	4419921	+	60
II	4520002	4597191	II	4419921	4497110	+	60
II	4597192	4600256	II	4497110	4500174	+	60
II	4600259	4621762	II	4500174	4521677	+	60
II	4621762	4625423	II	4521679	4525340	+	60
II	4625424	4626258	II	4525340	4526174	+	60
II	4626258	4626313	II	4526175	4526230	+	60
II	4626314	4629459	II	4526230	4529375	+	60
II	4629483	4637321	II	4529375	4537213	+	60
II	4637322	4637496	II	4537213	4537387	+	60
II	4637496	4637813	II	4537395	4537712	+	60
II	4637813	4638365	II	4538652	4539204	+	60
II	4638365	4638933	II	4539236	4539804	+	60
II	29767	45597	II	0	15830	+	60
II	45598	109969	II	15830	80201	+	60
II	127750	175550	II	80201	128001	+	60
II	175550	193627	II	128002	146079	+	60
II	193627	202150	II	146080	154603	+	60
II	208537	454834	II	154603	400900	+	60
II	454835	538469	II	400900	484534	+	60
II	538470	574563	II	484534	520627	+	60
II	574564	580820	II	520627	526883	+	60
II	580852	656494	II	526883	602525	+	60
II	656494	657247	II	602526	603279	+	60
II	657247	657272	II	603280	603305	+	60
II	657272	724639	II	603306	670673	+	60
II	724744	746169	II	670673	692098	+	60
II	746169	746559	II	692710	693100	+	60
II	746559	746889	II	693244	693574	+	60
II	746889	747498	II	693646	694255	+	60
II	747498	747922	II	694327	694751	+	60
II	747922	752496	II	695435	700009	+	60
II	752496	941085	II	700010	888599	+	60
II	941085	955591	II	888600	903106	+	60
II	955592	1050157	II	903106	997671	+	60
II	1050157	1071960	II	997707	1019510	+	60
II	1071960	1097815	II	1019511	1045366	+	60
II	1098499	1132976	II	1045366	1079843	+	60
II	1132977	1158075	II	1079843	1104941	+	60
II	1158077	1216290	II	1104941	1163154	+	60
II	1216290	1319424	II	1163155	1266289	+	60
II	1319425	1330617	II	1266289	1277481	+	60
II	1330621	1361758	II	1277481	1308618	+	60
II	1361758	1419138	II	1308619	1365999	+	60
II	1419140	1442280	II	1365999	1389139	+	60
II	1442281	1519246	II	1389139	1466104	+	60
II	1519246	1609060	II	1466105	1555919	+	60
II	1609066	1642083	II	1555919	1588936	+	60
II	1642085	1659953	II	1588936	1606804	+	60
II	1659965	1666146	II	1606804	1612985	+	60
II	1666152	1669737	II	1612985	1616570	+	60
II	1704588	1708430	II	1616570	1620412	+	60
II	1708430	1766222	II	1620413	1678205	+	60
II	1766222	1835596	II	1678206	1747580	+	60
II	1835596	1836661	II	1747581	1748646	+	60
II	1836661	1845207	II	1748647	1757193	+	60
II	1845208	1893330	II	1757193	1805315	+	60
II	1893332	1904777	II	1805315	1816760	+	60
II	1904778	1906238	II	1816760	1818220	+	60
II	1906238	1949433	II	1818225	1861420	+	60
II	1949433	1955807	II	1861421	1867795	+	60
II	1955808	1956135	II	1867795	1868122	+	60
II	1956136	1961793	II	1868122	1873779	+	60
II	1961794	1965309	II	1873779	1877294	+	60
II	1965310	2029982	II	1877294	1941966	+	60
II	2029983	2029999	II	1941966	1941982	+	60
II	2030000	2036971	II	1941982	1948953	+	60
II	2036971	2038067	II	1948954	1950050	+	60
II	2038068	2043513	II	1950050	1955495	+	60
II	2043514	2048411	II	1955495	1960392	+	60
II	2048412	2055494	II	1960392	1967474	+	60
II	2055495	2075122	II	1967474	1987101	+	60
II	2075122	2075137	II	1987102	1987117	+	60
II	2075137	2111212	II	1987118	2023193	+	60
II	2111214	2137912	II	2023193	2049891	+	60
II	2137912	2141536	II	2049892	2053516	+	60
II	2141537	2196201	II	2053516	2108180	+	60
II	2196202	2202256	II	2108180	2114234	+	60
II	3841	6850	II	4536795	4539804	-	60
II	6850	12559	II	4531084	4536793	-	60
II	12560	14403	II	4529241	4531084	-	60
II	14404	14483	II	4529162	4529241	-	60
II	14523	33426	II	4510259	4529162	-	60
II	33426	37921	II	4505762	4510257	-	60
II	37922	37978	II	4505706	4505762	-	60
II	37979	41124	II	4502561	4505706	-	60
II	41148	48986	II	4494723	4502561	-	60
II	48987	49161	II	4494549	4494723	-	60
II	49161	49478	II	4494224	4494541	-	60
II	49478	50030	II	4492732	4493284	-	60
II	50030	50598	II	4492132	4492700	-	60
III	725894	726576	III	720001	720683	+	60
III	726577	873759	III	720683	867865	+	60
III	873759	942598	III	867866	936705	+	60
III	942599	968468	III	936705	962574	+	60
III	971744	995041	III	962574	985871	+	60
III	995042	1025482	III	985871	1016311	+	60
III	1025483	1089318	III	1016311	1080146	+	60
III	1089334	1092536	III	1080146	1083348	+	60
III	1150548	1151259	III	1083348	1084059	+	60
III	1151259	1181960	III	1084072	1114773	+	60
III	1181960	1215217	III	1135105	1168362	+	60
III	1215218	1215261	III	1168362	1168405	+	60
III	1215261	1299360	III	1168406	1252505	+	60
III	1299363	1323173	III	1252505	1276315	+	60
III	1323174	1442253	III	1276315	1395394	+	60
III	1442254	1540810	III	1395394	1493950	+	60
III	1541134	1623135	III	1493950	1575951	+	60
III	1623136	1732672	III	1575951	1685487	+	60
III	1732673	1803586	III	1685487	1756400	+	60
III	1803586	1821420	III	1756401	1774235	+	60
III	1821424	2196497	III	1774235	2149308	+	60
III	2196497	2399480	III	2149310	2352293	+	60
III	2399484	2490149	III	2352293	2442958	+	60
III	2490149	2490347	III	2442959	2443157	+	60
III	2490348	2490624	III	2443157	2443433	+	60
III	2490624	2490752	III	2443434	2443562	+	60
III	2490753	2495187	III	2443562	2447996	+	60
III	2495193	2495506	III	2447996	2448309	+	60
III	2495506	2497825	III	2448311	2450630	+	60
III	2497825	2498898	III	2450631	2451704	+	60
III	2498901	2500080	III	2451704	2452883	+	60
III	5901	10630	III	0	4729	+	60
III	10631	11158	III	4729	5256	+	60
III	11160	22425	III	5256	16521	+	60
III	22431	29208	III	16521	23298	+	60
III	29208	52868	III	23299	46959	+	60
III	52872	143931	III	46959	138018	+	60
III	143932	227199	III	138018	221285	+	60
III	227199	259800	III	221306	253907	+	60
III	259802	292373	III	253907	286478	+	60
III	292374	292490	III	286478	286594	+	60
III	292491	371644	III	286594	365747	+	60
III	371644	723573	III	365748	717677	+	60
III	723573	725851	III	717678	719956	+	60
III	2497638	2499827	III	22381	24570	-	60
III	2499827	2500048	III	22158	22379	-	60
III	2500049	2500141	III	22066	22158	-	60
III	2500142	2500374	III	21834	22066	-	60
III	2500380	2500507	III	21707	21834	-	60
III	2500508	2500584	III	21631	21707	-	60
III	2500592	2500633	III	21590	21631	-	60
III	2500633	2500952	III	21270	21589	-	60
III	2500953	2501027	III	21196	21270	-	60
III	2501036	2507885	III	14347	21196	-	60
III	2507886	2508823	III	13410	14347	-	60
III	0	8731	III	15839	24570	+	60
rDNA_distal_contig1	1746	3318	II	4526911	4528483	+	60
rDNA_distal_contig1	3318	4198	II	4528495	4529375	+	60
rDNA_distal_contig1	4216	8429	II	4529375	4533588	+	60
rDNA_distal_contig1	8429	10161	II	4533589	4535321	+	60
rDNA_distal_contig1	10161	10562	II	4535326	4535727	+	60
rDNA_distal_contig1	10562	12047	II	4535728	4537213	+	60
rDNA_distal_contig1	12048	12222	II	4537213	4537387	+	60
rDNA_distal_contig1	12222	12462	II	4537395	4537635	+	60
rDNA_distal_contig1	12462	13110	II	4538556	4539204	+	60
rDNA_distal_contig1	13110	13678	II	4539236	4539804	+	60
rDNA_distal_contig1	1	573	III	4501	5073	-	0
rDNA_distal_contig2	0	8534	III	15516	24050	-	0
